"crim","zn","indus","chas","nox","rm","age","dis","rad","tax","ptratio","b","lstat"
30.5898912425342,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6
35.3138523010245,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,371.72,9.51
22.4889038624646,80,4.95,0,0.411,6.861,27.9,5.1167,4,245,19.2,396.9,3.33
22.7874956322568,80,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56
24.4039804817226,80,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.7
34.4508117071565,0,13.92,0,0.437,6.127,18.4,5.5027,4,289,16,396.9,8.58
33.6318755746879,0,13.92,0,0.437,6.009,42.3,5.5027,4,289,16,396.9,10.4
30.3537038364182,0,13.92,0,0.437,6.678,31.1,5.9604,4,289,16,396.9,6.27
29.4713011665973,0,13.92,0,0.437,6.549,51,5.9604,4,289,16,392.85,7.39
37.6620036330119,0,13.92,0,0.437,5.79,58,6.32,4,289,16,396.9,15.84
38.3577758212346,70,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97
39.4268013415916,70,2.24,0,0.4,7.041,10,7.8278,5,358,14.8,371.58,4.74
36.1672608808383,70,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07
37.3683352315817,34,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,395.75,9.5
38.4116380991742,34,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67
35.0650664472726,34,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86
22.1806406724718,33,2.18,0,0.472,7.236,41.1,4.022,7,222,18.4,393.68,6.93
22.5813826362495,33,2.18,0,0.472,6.616,58.1,3.37,7,222,18.4,393.36,8.93
18.3471248819266,33,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47
19.9002635488301,33,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53
24.7599796626847,0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,4.54
31.4437377407519,0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,396.24,9.97
37.8955856244205,0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,350.45,12.64
29.4954831297558,0,9.9,0,0.544,6.122,52.8,2.6403,4,304,18.4,396.9,5.98
31.6775366334952,0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,396.3,11.72
28.2312514686222,0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9
29.2274606341942,0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4,395.69,9.28
32.6821138360706,0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,396.42,11.5
39.7940361835266,0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,390.7,18.33
37.5400967268205,0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,396.9,15.94
32.403475294503,0,9.9,0,0.544,6.382,67.2,3.5325,4,304,18.4,395.21,10.36
35.9435340017776,0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73
28.764227522141,0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2
28.1640630040104,0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87
29.5124564381302,0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7
31.4191285330804,0,7.38,0,0.493,5.708,74.3,4.7211,5,287,19.6,391.13,11.74
28.8284639807853,0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12
30.4232897782886,0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08
29.9791962874623,0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,396.9,6.15
36.111928019646,0,7.38,0,0.493,6.083,43.7,5.4159,5,287,19.6,396.9,12.79
52.1740665686242,0,3.24,0,0.46,5.868,25.8,5.2146,4,430,16.9,382.44,9.97
48.1482363911527,0,3.24,0,0.46,6.333,17.2,5.2146,4,430,16.9,375.21,7.34
50.4714593692037,0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09
39.1189139131631,35,6.06,0,0.4379,5.706,28.4,6.6407,1,304,16.9,394.02,12.43
34.7193062654615,35,6.06,0,0.4379,6.031,23.3,6.6407,1,304,16.9,362.25,7.83
21.5703644507767,0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68
22.5386849069284,0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75
24.3485178763639,0,5.19,0,0.515,6.037,34.5,5.9853,5,224,20.2,396.9,8.01
24.9696496193089,0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8
24.3394528836191,0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,10.56
24.5620424160098,0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51
24.9983995311033,0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74
23.1241347609496,0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29
26.985714188959,35,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49
45.0600018520603,0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65
37.524663467252,55,3.78,0,0.484,6.696,56.4,5.7321,5,370,17.6,396.9,7.18
38.2210094091449,55,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61
39.8120446366666,0,4.39,0,0.442,6.014,48.5,8.0136,3,352,18.8,385.64,10.53
41.7674503255126,0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67
38.4524331116557,85,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36
29.1718317795863,80,2.01,0,0.435,6.635,29.7,8.344,4,280,17,390.94,5.99
34.6831133911779,40,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,5.89
33.9247129230917,40,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98
42.8025446502669,60,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49
47.5098925825823,60,1.69,0,0.411,5.884,18.5,10.7103,4,411,18.3,392.33,7.79
16.2068668661927,90,2.02,0,0.41,6.728,36.1,12.1265,5,187,17,384.46,4.5
38.5329542798163,80,1.91,0,0.413,5.663,21.9,10.5857,4,334,22,382.8,8.05
35.9261057996216,80,1.91,0,0.413,5.936,19.5,10.5857,4,334,22,376.04,5.57
78.0628190661156,0,18.1,1,0.77,6.212,97.4,2.1222,24,666,20.2,377.73,17.6
73.3203057272997,0,18.1,1,0.77,6.395,91,2.5052,24,666,20.2,391.34,13.27
76.0584047567988,0,18.1,1,0.77,6.127,83.4,2.7227,24,666,20.2,395.43,11.48
77.5875013575218,0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67
70.5290892267724,0,18.1,0,0.77,6.398,88,2.5182,24,666,20.2,374.56,7.79
74.5374999252122,0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19
69.8945051914094,0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19
76.4680123438168,0,18.1,1,0.77,5.803,89,1.9047,24,666,20.2,353.04,14.64
66.0257911059751,0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2,354.55,5.29
68.2808675170884,0,18.1,0,0.718,3.561,87.9,1.6132,24,666,20.2,354.7,7.12
74.9961740550716,0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,316.03,14
20.3474924619518,18.1,0,0.631,3.863,100,1.5106,24,666,20.2,131.42,13.33,23.1
63.6644039015726,0,18.1,0,0.631,4.97,100,1.3325,24,666,20.2,375.52,3.26
64.8540090633328,0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73
64.1031891652365,0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,392.05,2.96
70.3830408221051,0,18.1,0,0.631,6.216,100,1.1691,24,666,20.2,366.15,9.53
71.1213297038719,0,18.1,1,0.668,5.875,89.6,1.1296,24,666,20.2,347.88,8.88
10.9893806007531,18.1,0,0.668,4.906,100,1.1742,24,666,20.2,396.9,34.77,13.8
11.0462076382082,18.1,0,0.668,4.138,100,1.137,24,666,20.2,396.9,37.97,13.8
11.82821057487,18.1,0,0.671,7.313,97.9,1.3163,24,666,20.2,396.9,13.44,15
10.8216188073179,18.1,0,0.671,6.649,93.3,1.3449,24,666,20.2,363.02,23.24,13.9
81.8601538544207,0,18.1,0,0.671,6.794,98.8,1.358,24,666,20.2,396.9,21.24
10.2762846903462,18.1,0,0.671,6.38,96.2,1.3861,24,666,20.2,396.9,23.69,13.1
7.18263707054305,18.1,0,0.671,6.223,100,1.3861,24,666,20.2,393.74,21.78,10.2
7.10841476402263,18.1,0,0.671,6.968,91.9,1.4165,24,666,20.2,396.9,17.21,10.4
7.64041720270165,18.1,0,0.671,6.545,99.1,1.5192,24,666,20.2,396.9,21.08,10.9
86.1805001775786,0,18.1,0,0.7,5.536,100,1.5804,24,666,20.2,396.9,23.6
85.9734960590199,0,18.1,0,0.7,5.52,100,1.5331,24,666,20.2,396.9,24.56
4.56142162228105,18.1,0,0.7,4.368,91.2,1.4395,24,666,20.2,285.83,30.63,8.8
2.90381728103893,18.1,0,0.7,5.277,98.1,1.4261,24,666,20.2,396.9,30.81,7.2
7.34299951934558,18.1,0,0.7,4.652,100,1.4672,24,666,20.2,396.9,28.28,10.5
2.92128238450593,18.1,0,0.7,5,89.5,1.5184,24,666,20.2,396.9,31.99,7.4
6.52289252782316,18.1,0,0.7,4.88,100,1.5895,24,666,20.2,372.92,30.62,10.2
82.6681326090637,0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85
79.2420396300803,0,18.1,0,0.7,5.713,97,1.9265,24,666,20.2,394.43,17.11
80.7525315847976,0,18.1,0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76
5.62573612198556,18.1,0,0.7,5.036,97,1.77,24,666,20.2,396.9,25.68,9.7
76.4894504042032,0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2,396.9,15.17
8.69371914024869,18.1,0,0.693,5.887,94.7,1.7821,24,666,20.2,396.9,16.35,12.7
79.850641793066,0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2,391.98,17.12
79.1544154503512,0,18.1,0,0.693,6.405,96,1.6768,24,666,20.2,396.9,19.37
80.6507836972728,0,18.1,0,0.693,5.747,98.9,1.6334,24,666,20.2,393.1,19.92
1.31228177464084,18.1,0,0.693,5.453,100,1.4896,24,666,20.2,396.9,30.59,5
92.3662878199939,0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2,338.16,29.97
2.37992998735041,18.1,0,0.693,5.987,100,1.5888,24,666,20.2,396.9,26.77,5.6
3.39988576628532,18.1,0,0.693,6.343,100,1.5741,24,666,20.2,396.9,20.32,7.2
80.8849590676526,0,18.1,0,0.693,6.404,100,1.639,24,666,20.2,376.11,20.31
5.42204621295496,18.1,0,0.693,5.349,96,1.7028,24,666,20.2,396.9,19.77,8.3
4.72630501776951,18.1,0,0.693,5.531,85.4,1.6074,24,666,20.2,329.46,27.38,8.5
0,18.1,0,0.693,5.683,100,1.4254,24,666,20.2,384.97,22.98,5
7.72287393179207,18.1,0,0.659,4.138,100,1.1781,24,666,20.2,370.22,23.34,11.9
25.4868452576519,18.1,0,0.659,5.608,100,1.2852,24,666,20.2,332.09,12.13,27.9
88.2542413188419,0,18.1,0,0.597,5.617,97.9,1.4547,24,666,20.2,314.64,26.4
25.0552189626155,18.1,0,0.597,6.852,100,1.4655,24,666,20.2,179.36,19.78,27.5
11.4026376438519,18.1,0,0.597,5.757,100,1.413,24,666,20.2,2.6,10.11,15
14.4158485424292,18.1,0,0.597,6.657,100,1.5275,24,666,20.2,35.05,21.22,17.2
14.5592591832628,18.1,0,0.597,4.628,100,1.5539,24,666,20.2,28.79,34.37,17.9
13.5688379809149,18.1,0,0.597,5.155,100,1.5894,24,666,20.2,210.97,20.08,16.3
2.6573586314276,18.1,0,0.693,4.519,100,1.6582,24,666,20.2,88.27,36.98,7
3.10738288509323,18.1,0,0.679,6.434,100,1.8347,24,666,20.2,27.25,29.05,7.2
3.90532658551534,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,21.57,25.79,7.5
6.96324222231469,18.1,0,0.679,5.304,89.1,1.6475,24,666,20.2,127.36,26.64,10.4
4.64769337692871,18.1,0,0.679,5.957,100,1.8026,24,666,20.2,16.45,20.62,8.8
5.31058741819639,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,48.45,22.74,8.4
13.3092652814622,18.1,0,0.718,6.411,100,1.8589,24,666,20.2,318.75,15.02,16.7
76.3140633170284,0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7
17.5997322452862,18.1,0,0.614,5.648,87.6,1.9512,24,666,20.2,291.55,14.1,20.8
85.5035124229025,0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,2.52,23.29
79.5252743778998,0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16
4.79420246702922,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2,7.68,24.39,8.3
5.81547356069625,18.1,0,0.584,5.837,59.7,1.9976,24,666,20.2,24.65,15.69,10.2
7.80528063262306,18.1,0,0.679,6.202,78.7,1.8629,24,666,20.2,18.82,14.52,10.9
83.6876244186496,0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52
85.2394419539961,0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,60.72,24.08
81.5042785061628,0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64
10.627802469851,18.1,0,0.584,6.833,94.3,2.0882,24,666,20.2,81.33,19.69,14.1
76.3067683414119,0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2,97.95,12.03
78.2751386264537,0,18.1,0,0.713,6.436,87.9,2.3158,24,666,20.2,100.19,16.22
7.70072951345337,18.1,0,0.713,6.208,95,2.2222,24,666,20.2,100.63,15.17,11.7
10.4208831294812,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,109.85,23.27,13.4
6.37021251524205,18.1,0,0.74,6.461,93.3,2.0026,24,666,20.2,27.49,18.05,9.6
5.72901538490068,18.1,0,0.74,6.152,100,1.9142,24,666,20.2,9.32,26.45,8.7
5.18723516860944,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02,8.4
85.576818605231,0,18.1,0,0.74,5.627,93.9,1.8172,24,666,20.2,396.9,22.88
7.46469712109808,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2,391.45,22.11,10.5
80.3341912434939,0,18.1,0,0.74,6.406,97.2,2.0651,24,666,20.2,385.96,19.52
78.9386525564933,0,18.1,0,0.74,6.219,100,2.0048,24,666,20.2,395.69,16.59
80.6921035778563,0,18.1,0,0.74,6.485,100,1.9784,24,666,20.2,386.73,18.85
7.52956084067027,18.1,0,0.74,5.854,96.6,1.8956,24,666,20.2,240.52,23.79,10.8
9.04209413346972,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98,11.8
80.2583674697315,0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79
76.1935338777646,0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2,388.52,16.44
79.6029277604645,0,18.1,0,0.713,6.185,98.7,2.2616,24,666,20.2,396.9,18.13
79.2100868836192,0,18.1,0,0.713,6.417,98.3,2.185,24,666,20.2,304.21,19.31
78.5426317177455,0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2,0.32,17.44
77.625340085509,0,18.1,0,0.713,6.655,98.2,2.3552,24,666,20.2,355.29,17.73
79.7637986816736,0,18.1,0,0.713,6.297,91.8,2.3682,24,666,20.2,385.09,17.27
77.11293047995,0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74
77.9521356435828,0,18.1,0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71
81.2790767813748,0,18.1,0,0.713,6.525,86.5,2.4358,24,666,20.2,50.92,18.13
82.5367415327425,0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01
80.619138901958,0,18.1,0,0.713,5.936,80.3,2.7792,24,666,20.2,3.5,16.94
79.3182143285807,0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2,272.21,16.23
77.5005646258853,0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2,396.9,14.7
80.0659608009746,0,18.1,0,0.713,6.701,90,2.5975,24,666,20.2,255.23,16.42
75.1497081037278,0,18.1,0,0.713,6.376,88.4,2.5671,24,666,20.2,391.43,14.65
75.9217264419108,0,18.1,0,0.713,6.317,83,2.7344,24,666,20.2,396.9,13.99
73.5442964031864,0,18.1,0,0.713,6.513,89.9,2.8016,24,666,20.2,393.82,10.29
75.4170293054165,0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22
80.1390367740601,0,18.1,0,0.655,5.759,48.2,3.0665,24,666,20.2,334.4,14.13
81.9849426761032,0,18.1,0,0.655,5.952,84.7,2.8715,24,666,20.2,22.01,17.15
80.9451242251572,0,18.1,0,0.584,6.003,94.5,2.5403,24,666,20.2,331.29,21.32
15.595028675634,18.1,0,0.58,5.926,71,2.9084,24,666,20.2,368.74,18.13,19.1
17.2300027632409,18.1,0,0.58,5.713,56.7,2.8237,24,666,20.2,396.9,14.76,20.1
77.5008183122383,0,18.1,0,0.58,6.167,84,3.0334,24,666,20.2,396.9,16.29
76.6762516901963,0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87
78.7238462062581,0,18.1,0,0.58,6.437,75,2.8965,24,666,20.2,393.37,14.36
75.9634900387446,0,18.1,0,0.614,6.98,67.6,2.5329,24,666,20.2,374.68,11.66
80.2317265961257,0,18.1,0,0.584,5.427,95.4,2.4298,24,666,20.2,352.58,18.14
86.404913760133,0,18.1,0,0.584,6.162,97.4,2.206,24,666,20.2,302.76,24.1
79.770768119226,0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68
8.97872046063824,18.1,0,0.614,5.304,97.3,2.1007,24,666,20.2,349.48,24.91,12
10.5872535929565,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03,14.6
18.2760130937932,18.1,0,0.614,6.229,88,1.9512,24,666,20.2,383.32,13.11,21.4
73.511359851073,0,18.1,0,0.532,6.242,64.7,3.4242,24,666,20.2,396.9,10.74
70.8622898890215,0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74
67.6903324445722,0,18.1,0,0.532,7.061,77,3.4106,24,666,20.2,395.28,7.01
75.9613282879318,0,18.1,0,0.532,5.762,40.3,4.0983,24,666,20.2,392.92,10.42
80.0431502191638,0,18.1,0,0.583,5.871,41.9,3.724,24,666,20.2,370.73,13.34
76.805270135091,0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58
79.9082667284429,0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98
78.9791014808776,0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45
83.9763251072247,0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06
93.4034441633716,0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97
100,0,27.74,0,0.609,5.093,98,1.8226,4,711,20.1,318.43,29.68
86.4542278446417,0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07
78.683570807327,0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35
46.2439863080364,0,9.69,0,0.585,5.707,54,2.3817,6,391,19.2,396.9,12.01
47.6363522868245,0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59
54.1532804688465,0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2,393.29,17.6
52.9570979240499,0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2,396.9,21.14
45.8173440195255,0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1
45.9672483343401,0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92
46.8730904386475,0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1
46.2930039656885,0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33
28.0448540854103,0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21,391.99,9.67
26.6913542596857,0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21,396.9,9.08
21.4817642596413,0,11.93,0,0.573,6.976,91,2.1675,1,273,21,396.9,5.64
22.5217961234777,0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21,393.45,6.48
24.9456253532687,0,11.93,0,0.573,6.03,80.8,2.505,1,273,21,396.9,7.88
